id,price_doc
30474,5467346.5
30475,8383884.5
30476,5450027.0
30477,5435477.5
30478,5089366.5
30479,8356353.5
30480,4307931.0
30481,4009964.75
30482,4434738.0
30483,4975897.0
30484,6277676.5
30485,5377688.5
30486,3878367.5
30487,4100754.25
30488,6154817.0
30489,5808144.5
30490,20462812.0
30491,16954368.0
30492,5602501.5
30493,13409068.0
30494,7140026.0
30495,9947340.0
30496,7719281.5
30497,8723350.0
30498,4616797.0
30499,7068609.0
30500,11388900.0
30501,6810026.5
30502,3201037.25
30503,6424488.5
30504,5760697.5
30505,11150995.0
30506,2959958.75
30507,4748822.0
30508,5050151.0
30509,7474017.5
30510,9253672.0
30511,6449584.0
30512,6188507.0
30513,4113648.75
30514,3737491.25
30515,9430013.0
30516,5598805.5
30517,11630972.0
30518,7161835.0
30519,4630744.5
30520,6398178.5
30521,5998701.5
30522,7360698.5
30523,6312857.5
30524,10019126.0
30525,9848304.0
30526,4958715.5
30527,4864006.5
30528,6205101.5
30529,6246711.0
30530,6140605.5
30531,14284173.0
30532,4669005.0
30533,9746572.0
30534,7045679.5
30535,9445476.0
30536,5089624.0
30537,11885260.0
30538,4784256.0
30539,7811570.0
30540,9498610.0
30541,6140535.0
30542,2139630.5
30543,5656548.0
30544,6456753.5
30545,8263198.0
30546,4072712.5
30547,8850816.0
30548,4517968.0
30549,5378165.5
30550,11631261.0
30551,5197145.0
30552,2016001.875
30553,6883779.0
30554,11382212.0
30555,6096905.0
30556,9340955.0
30557,7968526.5
30558,9574295.0
30559,6078135.5
30560,5891693.0
30561,7001471.5
30562,10991901.0
30563,4268992.5
30564,7255170.0
30565,6534914.0
30566,7291913.0
30567,2149525.5
30568,9080542.0
30569,10128338.0
30570,6458170.0
30571,7291815.5
30572,4869190.5
30573,6493204.5
30574,5909013.0
30575,7452587.0
30576,4820675.5
30577,4147858.25
30578,3122406.5
30579,7059474.0
30580,4736316.5
30581,5492452.5
30582,12125919.0
30583,7080713.0
30584,4536109.5
30585,2709918.25
30586,8413641.0
30587,5565023.5
30588,7680055.0
30589,6547246.5
30590,12916446.0
30591,5376175.5
30592,6537513.0
30593,7592694.0
30594,6027609.5
30595,5956619.0
30596,6014580.5
30597,6404863.5
30598,9817902.0
30599,9965818.0
30600,4874264.0
30601,6135717.5
30602,2035838.25
30603,12317532.0
30604,4749166.0
30605,6607255.5
30606,14165500.0
30607,6404924.5
30608,9267096.0
30609,5829003.0
30610,3064187.0
30611,5044721.0
30612,7049288.5
30613,7643455.5
30614,18569692.0
30615,7234007.5
30616,5277719.5
30617,8664747.0
30618,4922412.0
30619,4332933.0
30620,2598551.0
30621,8601877.0
30622,8108963.0
30623,5980371.5
30624,6764851.5
30625,7489279.5
30626,6145327.0
30627,6855117.5
30628,6515007.5
30629,4921182.0
30630,4517166.5
30631,5967581.0
30632,4107525.5
30633,5951798.0
30634,10902160.0
30635,9560828.0
30636,5213537.0
30637,9141887.0
30638,5930844.5
30639,7942942.5
30640,4312975.0
30641,7500787.5
30642,6012051.5
30643,7838995.5
30644,9817902.0
30645,6915363.0
30646,5104435.0
30647,4481052.0
30648,21860464.0
30649,2495574.75
30650,4851169.5
30651,2956283.0
30652,4719322.5
30653,6975845.0
30654,4343893.0
30655,11861617.0
30656,3717204.75
30657,6260279.0
30658,9197014.0
30659,4924910.0
30660,8205714.5
30661,6593489.5
30662,8618144.0
30663,17255392.0
30664,10323395.0
30665,6092429.5
30666,2641794.0
30667,4085129.25
30668,8369720.5
30669,4761188.0
30670,2390630.25
30671,6981981.0
30672,13900844.0
30673,9856572.0
30674,11521501.0
30675,2137285.25
30676,6801673.5
30677,4356139.5
30678,19248200.0
30679,5869137.5
30680,4525152.0
30681,2195806.25
30682,8204728.5
30683,9838428.0
30684,4980188.5
30685,8269781.0
30686,9061096.0
30687,5017550.0
30688,4595685.0
30689,12845149.0
30690,22246772.0
30691,4573998.0
30692,6302541.0
30693,10691742.0
30694,6134933.5
30695,6909990.0
30696,6660455.0
30697,12022493.0
30698,8126513.0
30699,5906494.5
30700,5085820.0
30701,9817902.0
30702,6359798.0
30703,3769144.25
30704,11438361.0
30705,8552912.0
30706,22154120.0
30707,3711218.5
30708,13605534.0
30709,5732326.0
30710,7983732.0
30711,4393341.5
30712,4219112.5
30713,6231907.0
30714,7377910.0
30715,3317795.75
30716,9836102.0
30717,6190850.5
30718,7864147.0
30719,16546970.0
30720,6656594.5
30721,3333724.0
30722,7733443.5
30723,5986985.5
30724,12276018.0
30725,7004777.0
30726,11165211.0
30727,9430013.0
30728,11626492.0
30729,3444205.5
30730,6233107.5
30731,6139984.5
30732,4942040.5
30733,9914117.0
30734,7062955.5
30735,5238026.5
30736,4946600.0
30737,6510945.5
30738,6249965.0
30739,3626576.0
30740,6998861.0
30741,10747006.0
30742,4100781.5
30743,5029085.5
30744,9556671.0
30745,6773095.5
30746,5321462.5
30747,16247766.0
30748,17010308.0
30749,4920722.0
30750,6520266.0
30751,3328977.5
30752,7170138.5
30753,9100812.0
30754,5759450.5
30755,4754228.0
30756,5651016.0
30757,5455648.5
30758,9661395.0
30759,6076246.5
30760,4482779.0
30761,9254025.0
30762,6616203.0
30763,11845791.0
30764,5981900.0
30765,5662458.5
30766,3408198.25
30767,9431255.0
30768,4467952.0
30769,7839070.5
30770,6092429.5
30771,3009750.0
30772,7563258.5
30773,7577214.0
30774,5145809.0
30775,11450279.0
30776,6058367.0
30777,6032699.0
30778,9078308.0
30779,6251526.5
30780,7748119.0
30781,6515846.5
30782,5262847.5
30783,4944657.0
30784,3447511.5
30785,5144209.5
30786,4278721.5
30787,6006424.0
30788,5191983.0
30789,7416102.0
30790,6377685.0
30791,10423769.0
30792,7062955.5
30793,11689954.0
30794,13846755.0
30795,11012613.0
30796,10198240.0
30797,14334447.0
30798,2650394.25
30799,9535714.0
30800,10600326.0
30801,6157388.5
30802,19849472.0
30803,2812588.25
30804,3608914.75
30805,15375742.0
30806,7059440.5
30807,5951730.0
30808,10489245.0
30809,4804579.5
30810,11029746.0
30811,4125627.5
30812,5374043.0
30813,4715318.5
30814,2471068.0
30815,3359499.0
30816,8317355.5
30817,2116337.25
30818,7545356.0
30819,7693844.5
30820,5005716.0
30821,24801880.0
30822,8236597.5
30823,6914888.0
30824,3651083.0
30825,5036919.0
30826,10639339.0
30827,4957027.5
30828,5691846.5
30829,5534258.0
30830,8733363.0
30831,5250224.5
30832,6358342.5
30833,4867653.5
30834,4065021.5
30835,7856276.5
30836,6701653.5
30837,5356661.5
30838,4597311.5
30839,5900363.5
30840,10823345.0
30841,10187081.0
30842,7438768.5
30843,5393991.0
30844,5929029.5
30845,8976086.0
30846,4351339.5
30847,5331957.5
30848,8020875.0
30849,4293555.5
30850,3758569.5
30851,4268325.0
30852,6485468.5
30853,3422229.5
30854,5789055.0
30855,7717971.0
30856,8170544.0
30857,2289941.5
30858,4119773.25
30859,5441914.5
30860,5665018.5
30861,8373832.5
30862,6270388.5
30863,5067828.5
30864,5743653.5
30865,10042180.0
30866,7255502.0
30867,5683726.0
30868,8284977.0
30869,5463463.5
30870,4416501.0
30871,7940216.0
30872,4198069.0
30873,3803287.75
30874,4899150.0
30875,6985444.5
30876,5080298.5
30877,10214826.0
30878,5097741.0
30879,10012574.0
30880,6190142.0
30881,2076043.0
30882,9299073.0
30883,2963472.5
30884,5193161.5
30885,5049684.0
30886,7150936.0
30887,5335691.5
30888,4369149.5
30889,5288703.5
30890,6940833.5
30891,3370573.75
30892,3405261.25
30893,4127406.5
30894,5583449.0
30895,4206677.5
30896,6062123.5
30897,7603519.5
30898,6805917.0
30899,6863000.0
30900,3246120.5
30901,6469049.5
30902,2143274.0
30903,6791957.0
30904,8067425.5
30905,5182401.0
30906,6173311.0
30907,11538280.0
30908,4141257.5
30909,12739014.0
30910,6950743.0
30911,4341979.5
30912,6409501.0
30913,19139656.0
30914,6188371.0
30915,8246272.5
30916,5034954.5
30917,8706520.0
30918,6316398.5
30919,4729153.5
30920,5042229.5
30921,3888771.0
30922,5886060.0
30923,3230851.0
30924,4710285.0
30925,13886746.0
30926,6472258.5
30927,7252022.5
30928,4156280.5
30929,4879570.5
30930,10001847.0
30931,10080465.0
30932,4707348.0
30933,4452065.5
30934,14008560.0
30935,6757127.5
30936,7014189.5
30937,8298119.0
30938,4166027.0
30939,8247216.5
30940,6369734.5
30941,5934709.0
30942,3647108.75
30943,6817902.5
30944,4864604.5
30945,3416676.0
30946,13334391.0
30947,5856987.5
30948,7669786.0
30949,6247861.0
30950,5339952.0
30951,14405489.0
30952,7206932.0
30953,9397998.0
30954,4422701.0
30955,6542914.5
30956,6562994.0
30957,5975656.5
30958,22012092.0
30959,7948004.5
30960,7094414.0
30961,8823889.0
30962,9661468.0
30963,3745802.0
30964,4062479.25
30965,6946661.0
